iter	Passed	Remaining
637	46492	26379
638	46555	26301
639	46602	26213
640	46655	26129
641	46708	26046
642	46758	25960
643	46813	25878
644	46873	25798
645	46950	25728
646	47008	25647
647	47064	25565
648	47124	25486
649	47184	25406
650	47237	25323
651	47308	25250
652	47366	25170
653	47423	25089
654	47479	25008
655	47551	24935
656	47614	24857
657	47679	24781
658	47740	24703
659	47799	24623
660	47855	24543
661	47916	24465
662	47977	24386
663	48030	24304
664	48099	24230
665	48152	24148
666	48204	24065
667	48264	23987
668	48330	23912
669	48395	23836
670	48449	23755
671	48506	23675
672	48569	23599
673	48627	23519
674	48685	23441
675	48747	23364
676	48799	23282
677	48856	23203
678	48916	23125
679	48973	23046
680	49028	22966
681	49089	22889
682	49143	22809
683	49202	22731
684	49251	22648
685	49317	22574
686	49366	22491
687	49422	22412
688	49464	22327
689	49510	22244
690	49566	22165
691	49629	22089
692	49689	22012
693	49743	21933
694	49803	21856
695	49856	21776
696	49908	21696
697	49961	21616
698	50013	21536
699	50067	21457
700	50121	21378
701	50181	21302
702	50232	21221
703	50287	21143
704	50341	21064
705	50398	20987
706	50441	20904
707	50501	20828
708	50563	20753
709	50636	20682
710	50695	20606
711	50751	20528
712	50807	20451
713	50869	20376
714	50931	20301
715	50995	20227
716	51052	20150
717	51117	20076
718	51177	20001
719	51232	19923
720	51281	19844
721	51335	19766
722	51398	19692
723	51457	19616
724	51520	19542
725	51576	19465
726	51637	19390
727	51687	19311
728	51738	19233
729	51794	19157
730	51860	19084
731	51916	19007
732	51973	18931
733	52029	18855
734	52081	18777
735	52147	18704
736	52198	18627
737	52253	18550
738	52312	18475
739	52363	18397
740	52413	18319
741	52473	18245
742	52547	18175
743	52607	18101
744	52656	18023
745	52719	17950
746	52777	17875
747	52837	17800
748	52896	17726
749	52948	17649
750	53003	17573
751	53050	17495
752	53114	17422
753	53185	17352
754	53250	17280
755	53309	17205
756	53370	17132
757	53442	17062
758	53504	16988
759	53561	16914
760	53630	16843
761	53690	16769
762	53752	16696
763	53828	16627
764	53891	16554
765	53954	16482
766	54009	16407
767	54069	16333
768	54129	16259
769	54206	16191
770	54262	16116
771	54319	16042
772	54384	15970
773	54451	15899
774	54504	15823
775	54568	15751
776	54627	15678
777	54695	15607
778	54768	15537
779	54827	15464
780	54885	15390
781	54945	15317
782	55007	15244
783	55068	15171
784	55123	15097
785	55180	15023
786	55245	14952
787	55309	14880
788	55367	14806
789	55457	14741
790	55543	14675
791	55613	14605
792	55668	14531
793	55734	14459
794	55793	14386
795	55855	14314
796	55915	14242
797	55973	14168
798	56043	14098
799	56106	14026
800	56172	13955
801	56231	13882
802	56285	13808
803	56334	13733
804	56399	13661
805	56446	13586
806	56514	13515
807	56581	13445
808	56651	13375
809	56714	13303
810	56772	13230
811	56834	13158
812	56886	13084
813	56945	13012
814	57004	12939
815	57068	12868
816	57135	12797
817	57191	12724
818	57241	12650
819	57293	12576
820	57337	12501
821	57387	12426
822	57439	12353
823	57504	12282
824	57566	12211
825	57614	12136
826	57663	12062
827	57709	11987
828	57761	11914
829	57833	11845
830	57896	11774
